Filename,SourceFile,Phi (Pitch),Kappa (Yaw),Omega (Roll),Latitude,Longitude,Altitude
IRX_0001.JPG,/mnt/d/DCIM/100MEDIA/IRX_0001.JPG,90.0,-8.85,0.0,"40 deg 31' 27.83"" N","74 deg 27' 36.53"" W",0 m Below Sea Level
IRX_0002.JPG,/mnt/d/DCIM/100MEDIA/IRX_0002.JPG,90.0,-8.85,0.0,"40 deg 31' 27.83"" N","74 deg 27' 36.53"" W",0 m Below Sea Level
IRX_0003.JPG,/mnt/d/DCIM/100MEDIA/IRX_0003.JPG,90.0,-8.85,0.0,"40 deg 31' 27.83"" N","74 deg 27' 36.53"" W",0 m Below Sea Level
IRX_0004.MOV,/mnt/d/DCIM/100MEDIA/IRX_0004.MOV,,,,,,
IRX_0005.JPG,/mnt/d/DCIM/100MEDIA/IRX_0005.JPG,,,,"40 deg 31' 27.82"" N","74 deg 27' 36.52"" W",0 m Below Sea Level
IRX_0006.JPG,/mnt/d/DCIM/100MEDIA/IRX_0006.JPG,,,,"40 deg 31' 27.82"" N","74 deg 27' 36.52"" W",0 m Below Sea Level
IRX_0007.JPG,/mnt/d/DCIM/100MEDIA/IRX_0007.JPG,,,,"40 deg 31' 27.82"" N","74 deg 27' 36.52"" W",0 m Below Sea Level
IRX_0008.JPG,/mnt/d/DCIM/100MEDIA/IRX_0008.JPG,,,,"40 deg 31' 27.82"" N","74 deg 27' 36.52"" W",0 m Below Sea Level
IRX_0009.JPG,/mnt/d/DCIM/100MEDIA/IRX_0009.JPG,,,,"40 deg 31' 27.82"" N","74 deg 27' 36.52"" W",0 m Below Sea Level
IRX_0010.JPG,/mnt/d/DCIM/100MEDIA/IRX_0010.JPG,,,,"40 deg 31' 27.82"" N","74 deg 27' 36.52"" W",0 m Below Sea Level
IRX_0011.MOV,/mnt/d/DCIM/100MEDIA/IRX_0011.MOV,,,,,,
IRX_0012.JPG,/mnt/d/DCIM/100MEDIA/IRX_0012.JPG,,,,"40 deg 31' 27.82"" N","74 deg 27' 36.52"" W",0 m Below Sea Level
IRX_0013.JPG,/mnt/d/DCIM/100MEDIA/IRX_0013.JPG,,,,"40 deg 31' 27.82"" N","74 deg 27' 36.52"" W",0 m Below Sea Level
IRX_0014.JPG,/mnt/d/DCIM/100MEDIA/IRX_0014.JPG,,,,"40 deg 31' 27.82"" N","74 deg 27' 36.52"" W",0 m Below Sea Level
IRX_0015.JPG,/mnt/d/DCIM/100MEDIA/IRX_0015.JPG,,,,"40 deg 31' 27.82"" N","74 deg 27' 36.52"" W",0 m Below Sea Level
IRX_0016.JPG,/mnt/d/DCIM/100MEDIA/IRX_0016.JPG,,,,"40 deg 31' 27.82"" N","74 deg 27' 36.52"" W",0 m Below Sea Level
IRX_0017.JPG,/mnt/d/DCIM/100MEDIA/IRX_0017.JPG,55.71,32.03,0.0,"40 deg 31' 25.01"" N","74 deg 27' 37.48"" W",82.3 m Above Sea Level
IRX_0018.MOV,/mnt/d/DCIM/100MEDIA/IRX_0018.MOV,,,,,,
IRX_0019.JPG,/mnt/d/DCIM/100MEDIA/IRX_0019.JPG,,,,"40 deg 31' 25.01"" N","74 deg 27' 37.48"" W",82.3 m Above Sea Level
IRX_0020.JPG,/mnt/d/DCIM/100MEDIA/IRX_0020.JPG,,,,"40 deg 31' 25.02"" N","74 deg 27' 37.56"" W",82.3 m Above Sea Level
IRX_0021.JPG,/mnt/d/DCIM/100MEDIA/IRX_0021.JPG,,,,"40 deg 31' 25.19"" N","74 deg 27' 37.86"" W",82.4 m Above Sea Level
IRX_0022.JPG,/mnt/d/DCIM/100MEDIA/IRX_0022.JPG,,,,"40 deg 31' 25.39"" N","74 deg 27' 38.19"" W",82.3 m Above Sea Level
IRX_0023.JPG,/mnt/d/DCIM/100MEDIA/IRX_0023.JPG,,,,"40 deg 31' 25.43"" N","74 deg 27' 38.25"" W",82.3 m Above Sea Level
IRX_0024.JPG,/mnt/d/DCIM/100MEDIA/IRX_0024.JPG,,,,"40 deg 31' 25.47"" N","74 deg 27' 38.30"" W",82.3 m Above Sea Level
IRX_0025.JPG,/mnt/d/DCIM/100MEDIA/IRX_0025.JPG,,,,"40 deg 31' 25.53"" N","74 deg 27' 38.39"" W",82.3 m Above Sea Level
IRX_0026.JPG,/mnt/d/DCIM/100MEDIA/IRX_0026.JPG,,,,"40 deg 31' 25.53"" N","74 deg 27' 38.39"" W",82.3 m Above Sea Level
IRX_0027.JPG,/mnt/d/DCIM/100MEDIA/IRX_0027.JPG,,,,"40 deg 31' 25.58"" N","74 deg 27' 38.41"" W",82.3 m Above Sea Level
IRX_0028.JPG,/mnt/d/DCIM/100MEDIA/IRX_0028.JPG,,,,"40 deg 31' 25.58"" N","74 deg 27' 38.41"" W",82.3 m Above Sea Level
IRX_0029.JPG,/mnt/d/DCIM/100MEDIA/IRX_0029.JPG,,,,"40 deg 31' 25.62"" N","74 deg 27' 38.50"" W",82.3 m Above Sea Level
IRX_0030.JPG,/mnt/d/DCIM/100MEDIA/IRX_0030.JPG,,,,"40 deg 31' 25.62"" N","74 deg 27' 38.50"" W",82.3 m Above Sea Level
IRX_0031.JPG,/mnt/d/DCIM/100MEDIA/IRX_0031.JPG,,,,"40 deg 31' 25.68"" N","74 deg 27' 38.52"" W",82.3 m Above Sea Level
IRX_0032.JPG,/mnt/d/DCIM/100MEDIA/IRX_0032.JPG,,,,"40 deg 31' 25.68"" N","74 deg 27' 38.52"" W",82.3 m Above Sea Level
IRX_0033.JPG,/mnt/d/DCIM/100MEDIA/IRX_0033.JPG,,,,"40 deg 31' 25.75"" N","74 deg 27' 38.60"" W",82.3 m Above Sea Level
IRX_0034.JPG,/mnt/d/DCIM/100MEDIA/IRX_0034.JPG,,,,"40 deg 31' 25.75"" N","74 deg 27' 38.60"" W",82.3 m Above Sea Level
IRX_0035.JPG,/mnt/d/DCIM/100MEDIA/IRX_0035.JPG,,,,"40 deg 31' 25.80"" N","74 deg 27' 38.66"" W",82.3 m Above Sea Level
IRX_0036.JPG,/mnt/d/DCIM/100MEDIA/IRX_0036.JPG,,,,"40 deg 31' 25.86"" N","74 deg 27' 38.71"" W",82.3 m Above Sea Level
IRX_0037.JPG,/mnt/d/DCIM/100MEDIA/IRX_0037.JPG,,,,"40 deg 31' 25.86"" N","74 deg 27' 38.71"" W",82.3 m Above Sea Level
IRX_0038.JPG,/mnt/d/DCIM/100MEDIA/IRX_0038.JPG,,,,"40 deg 31' 25.86"" N","74 deg 27' 38.71"" W",82.3 m Above Sea Level
IRX_0039.JPG,/mnt/d/DCIM/100MEDIA/IRX_0039.JPG,,,,"40 deg 31' 25.93"" N","74 deg 27' 38.77"" W",82.3 m Above Sea Level
IRX_0040.JPG,/mnt/d/DCIM/100MEDIA/IRX_0040.JPG,,,,"40 deg 31' 25.93"" N","74 deg 27' 38.77"" W",82.3 m Above Sea Level
IRX_0041.JPG,/mnt/d/DCIM/100MEDIA/IRX_0041.JPG,,,,"40 deg 31' 25.98"" N","74 deg 27' 38.80"" W",82.3 m Above Sea Level
IRX_0042.JPG,/mnt/d/DCIM/100MEDIA/IRX_0042.JPG,,,,"40 deg 31' 25.98"" N","74 deg 27' 38.80"" W",82.3 m Above Sea Level
IRX_0043.JPG,/mnt/d/DCIM/100MEDIA/IRX_0043.JPG,,,,"40 deg 31' 26.04"" N","74 deg 27' 38.88"" W",82.3 m Above Sea Level
IRX_0044.JPG,/mnt/d/DCIM/100MEDIA/IRX_0044.JPG,,,,"40 deg 31' 26.10"" N","74 deg 27' 38.94"" W",82.3 m Above Sea Level
IRX_0045.JPG,/mnt/d/DCIM/100MEDIA/IRX_0045.JPG,,,,"40 deg 31' 26.10"" N","74 deg 27' 38.94"" W",82.3 m Above Sea Level
IRX_0046.JPG,/mnt/d/DCIM/100MEDIA/IRX_0046.JPG,,,,"40 deg 31' 26.10"" N","74 deg 27' 38.94"" W",82.3 m Above Sea Level
IRX_0047.JPG,/mnt/d/DCIM/100MEDIA/IRX_0047.JPG,,,,"40 deg 31' 26.19"" N","74 deg 27' 38.96"" W",82.3 m Above Sea Level
IRX_0048.JPG,/mnt/d/DCIM/100MEDIA/IRX_0048.JPG,,,,"40 deg 31' 26.19"" N","74 deg 27' 38.96"" W",82.3 m Above Sea Level
IRX_0049.JPG,/mnt/d/DCIM/100MEDIA/IRX_0049.JPG,,,,"40 deg 31' 26.24"" N","74 deg 27' 39.02"" W",82.3 m Above Sea Level
IRX_0050.JPG,/mnt/d/DCIM/100MEDIA/IRX_0050.JPG,,,,"40 deg 31' 26.24"" N","74 deg 27' 39.02"" W",82.3 m Above Sea Level
IRX_0051.JPG,/mnt/d/DCIM/100MEDIA/IRX_0051.JPG,,,,"40 deg 31' 26.31"" N","74 deg 27' 39.07"" W",82.3 m Above Sea Level
IRX_0052.JPG,/mnt/d/DCIM/100MEDIA/IRX_0052.JPG,,,,"40 deg 31' 26.31"" N","74 deg 27' 39.07"" W",82.3 m Above Sea Level
IRX_0053.JPG,/mnt/d/DCIM/100MEDIA/IRX_0053.JPG,,,,"40 deg 31' 26.38"" N","74 deg 27' 39.10"" W",82.3 m Above Sea Level
IRX_0054.JPG,/mnt/d/DCIM/100MEDIA/IRX_0054.JPG,,,,"40 deg 31' 26.38"" N","74 deg 27' 39.10"" W",82.3 m Above Sea Level
IRX_0055.JPG,/mnt/d/DCIM/100MEDIA/IRX_0055.JPG,,,,"40 deg 31' 26.38"" N","74 deg 27' 39.10"" W",82.3 m Above Sea Level
IRX_0056.JPG,/mnt/d/DCIM/100MEDIA/IRX_0056.JPG,,,,"40 deg 31' 26.45"" N","74 deg 27' 39.13"" W",82.3 m Above Sea Level
IRX_0057.JPG,/mnt/d/DCIM/100MEDIA/IRX_0057.JPG,,,,"40 deg 31' 26.45"" N","74 deg 27' 39.13"" W",82.3 m Above Sea Level
IRX_0058.JPG,/mnt/d/DCIM/100MEDIA/IRX_0058.JPG,,,,"40 deg 31' 26.53"" N","74 deg 27' 39.18"" W",82.3 m Above Sea Level
IRX_0059.JPG,/mnt/d/DCIM/100MEDIA/IRX_0059.JPG,,,,"40 deg 31' 26.53"" N","74 deg 27' 39.18"" W",82.3 m Above Sea Level
IRX_0060.JPG,/mnt/d/DCIM/100MEDIA/IRX_0060.JPG,,,,"40 deg 31' 26.60"" N","74 deg 27' 39.24"" W",82.3 m Above Sea Level
IRX_0061.JPG,/mnt/d/DCIM/100MEDIA/IRX_0061.JPG,,,,"40 deg 31' 26.60"" N","74 deg 27' 39.24"" W",82.3 m Above Sea Level
IRX_0062.JPG,/mnt/d/DCIM/100MEDIA/IRX_0062.JPG,,,,"40 deg 31' 26.68"" N","74 deg 27' 39.24"" W",82.3 m Above Sea Level
IRX_0063.JPG,/mnt/d/DCIM/100MEDIA/IRX_0063.JPG,,,,"40 deg 31' 26.68"" N","74 deg 27' 39.24"" W",82.3 m Above Sea Level
IRX_0064.JPG,/mnt/d/DCIM/100MEDIA/IRX_0064.JPG,,,,"40 deg 31' 26.75"" N","74 deg 27' 39.29"" W",82.3 m Above Sea Level
IRX_0065.JPG,/mnt/d/DCIM/100MEDIA/IRX_0065.JPG,,,,"40 deg 31' 26.75"" N","74 deg 27' 39.29"" W",82.3 m Above Sea Level
IRX_0066.JPG,/mnt/d/DCIM/100MEDIA/IRX_0066.JPG,,,,"40 deg 31' 26.90"" N","74 deg 27' 39.35"" W",82.3 m Above Sea Level
IRX_0067.JPG,/mnt/d/DCIM/100MEDIA/IRX_0067.JPG,,,,"40 deg 31' 26.90"" N","74 deg 27' 39.35"" W",82.3 m Above Sea Level
IRX_0068.JPG,/mnt/d/DCIM/100MEDIA/IRX_0068.JPG,,,,"40 deg 31' 26.98"" N","74 deg 27' 39.37"" W",82.3 m Above Sea Level
IRX_0069.JPG,/mnt/d/DCIM/100MEDIA/IRX_0069.JPG,,,,"40 deg 31' 26.98"" N","74 deg 27' 39.37"" W",82.3 m Above Sea Level
IRX_0070.JPG,/mnt/d/DCIM/100MEDIA/IRX_0070.JPG,,,,"40 deg 31' 26.98"" N","74 deg 27' 39.37"" W",82.3 m Above Sea Level
IRX_0071.JPG,/mnt/d/DCIM/100MEDIA/IRX_0071.JPG,,,,"40 deg 31' 27.07"" N","74 deg 27' 39.40"" W",82.3 m Above Sea Level
IRX_0072.JPG,/mnt/d/DCIM/100MEDIA/IRX_0072.JPG,,,,"40 deg 31' 27.07"" N","74 deg 27' 39.40"" W",82.3 m Above Sea Level
IRX_0073.JPG,/mnt/d/DCIM/100MEDIA/IRX_0073.JPG,,,,"40 deg 31' 27.07"" N","74 deg 27' 39.40"" W",82.3 m Above Sea Level
IRX_0074.JPG,/mnt/d/DCIM/100MEDIA/IRX_0074.JPG,,,,"40 deg 31' 27.15"" N","74 deg 27' 39.40"" W",82.3 m Above Sea Level
IRX_0075.JPG,/mnt/d/DCIM/100MEDIA/IRX_0075.JPG,,,,"40 deg 31' 27.15"" N","74 deg 27' 39.40"" W",82.3 m Above Sea Level
IRX_0076.JPG,/mnt/d/DCIM/100MEDIA/IRX_0076.JPG,,,,"40 deg 31' 27.23"" N","74 deg 27' 39.43"" W",82.3 m Above Sea Level
IRX_0077.JPG,/mnt/d/DCIM/100MEDIA/IRX_0077.JPG,,,,"40 deg 31' 27.23"" N","74 deg 27' 39.43"" W",82.3 m Above Sea Level
IRX_0078.JPG,/mnt/d/DCIM/100MEDIA/IRX_0078.JPG,,,,"40 deg 31' 27.31"" N","74 deg 27' 39.46"" W",82.3 m Above Sea Level
IRX_0079.JPG,/mnt/d/DCIM/100MEDIA/IRX_0079.JPG,,,,"40 deg 31' 27.40"" N","74 deg 27' 39.48"" W",82.3 m Above Sea Level
IRX_0080.JPG,/mnt/d/DCIM/100MEDIA/IRX_0080.JPG,,,,"40 deg 31' 27.40"" N","74 deg 27' 39.48"" W",82.3 m Above Sea Level
IRX_0081.JPG,/mnt/d/DCIM/100MEDIA/IRX_0081.JPG,,,,"40 deg 31' 27.40"" N","74 deg 27' 39.48"" W",82.3 m Above Sea Level
IRX_0082.JPG,/mnt/d/DCIM/100MEDIA/IRX_0082.JPG,,,,"40 deg 31' 27.46"" N","74 deg 27' 39.48"" W",82.3 m Above Sea Level
IRX_0083.JPG,/mnt/d/DCIM/100MEDIA/IRX_0083.JPG,,,,"40 deg 31' 27.46"" N","74 deg 27' 39.48"" W",82.3 m Above Sea Level
IRX_0084.JPG,/mnt/d/DCIM/100MEDIA/IRX_0084.JPG,,,,"40 deg 31' 27.56"" N","74 deg 27' 39.48"" W",82.3 m Above Sea Level
IRX_0085.JPG,/mnt/d/DCIM/100MEDIA/IRX_0085.JPG,,,,"40 deg 31' 27.64"" N","74 deg 27' 39.51"" W",82.3 m Above Sea Level
IRX_0086.JPG,/mnt/d/DCIM/100MEDIA/IRX_0086.JPG,,,,"40 deg 31' 27.64"" N","74 deg 27' 39.51"" W",82.3 m Above Sea Level
IRX_0087.JPG,/mnt/d/DCIM/100MEDIA/IRX_0087.JPG,,,,"40 deg 31' 27.73"" N","74 deg 27' 39.51"" W",82.3 m Above Sea Level
IRX_0088.JPG,/mnt/d/DCIM/100MEDIA/IRX_0088.JPG,,,,"40 deg 31' 27.73"" N","74 deg 27' 39.51"" W",82.3 m Above Sea Level
IRX_0089.JPG,/mnt/d/DCIM/100MEDIA/IRX_0089.JPG,,,,"40 deg 31' 27.73"" N","74 deg 27' 39.51"" W",82.3 m Above Sea Level
IRX_0090.JPG,/mnt/d/DCIM/100MEDIA/IRX_0090.JPG,,,,"40 deg 31' 27.81"" N","74 deg 27' 39.51"" W",82.3 m Above Sea Level
IRX_0091.JPG,/mnt/d/DCIM/100MEDIA/IRX_0091.JPG,,,,"40 deg 31' 27.81"" N","74 deg 27' 39.51"" W",82.3 m Above Sea Level
IRX_0092.JPG,/mnt/d/DCIM/100MEDIA/IRX_0092.JPG,,,,"40 deg 31' 27.89"" N","74 deg 27' 39.48"" W",82.3 m Above Sea Level
IRX_0093.JPG,/mnt/d/DCIM/100MEDIA/IRX_0093.JPG,,,,"40 deg 31' 27.89"" N","74 deg 27' 39.48"" W",82.3 m Above Sea Level
IRX_0094.JPG,/mnt/d/DCIM/100MEDIA/IRX_0094.JPG,,,,"40 deg 31' 27.97"" N","74 deg 27' 39.48"" W",82.3 m Above Sea Level
IRX_0095.JPG,/mnt/d/DCIM/100MEDIA/IRX_0095.JPG,,,,"40 deg 31' 28.04"" N","74 deg 27' 39.48"" W",82.3 m Above Sea Level
IRX_0096.JPG,/mnt/d/DCIM/100MEDIA/IRX_0096.JPG,,,,"40 deg 31' 28.04"" N","74 deg 27' 39.48"" W",82.3 m Above Sea Level
IRX_0097.JPG,/mnt/d/DCIM/100MEDIA/IRX_0097.JPG,,,,"40 deg 31' 28.04"" N","74 deg 27' 39.48"" W",82.3 m Above Sea Level
IRX_0098.JPG,/mnt/d/DCIM/100MEDIA/IRX_0098.JPG,,,,"40 deg 31' 28.12"" N","74 deg 27' 39.48"" W",82.3 m Above Sea Level
IRX_0099.JPG,/mnt/d/DCIM/100MEDIA/IRX_0099.JPG,,,,"40 deg 31' 28.12"" N","74 deg 27' 39.48"" W",82.3 m Above Sea Level
IRX_0100.JPG,/mnt/d/DCIM/100MEDIA/IRX_0100.JPG,,,,"40 deg 31' 28.21"" N","74 deg 27' 39.46"" W",82.3 m Above Sea Level
IRX_0101.JPG,/mnt/d/DCIM/100MEDIA/IRX_0101.JPG,,,,"40 deg 31' 28.21"" N","74 deg 27' 39.46"" W",82.3 m Above Sea Level
IRX_0102.JPG,/mnt/d/DCIM/100MEDIA/IRX_0102.JPG,,,,"40 deg 31' 28.21"" N","74 deg 27' 39.46"" W",82.3 m Above Sea Level
IRX_0103.JPG,/mnt/d/DCIM/100MEDIA/IRX_0103.JPG,,,,"40 deg 31' 28.29"" N","74 deg 27' 39.43"" W",82.3 m Above Sea Level
IRX_0104.JPG,/mnt/d/DCIM/100MEDIA/IRX_0104.JPG,,,,"40 deg 31' 28.29"" N","74 deg 27' 39.43"" W",82.3 m Above Sea Level
IRX_0105.JPG,/mnt/d/DCIM/100MEDIA/IRX_0105.JPG,,,,"40 deg 31' 28.37"" N","74 deg 27' 39.43"" W",82.3 m Above Sea Level
IRX_0106.JPG,/mnt/d/DCIM/100MEDIA/IRX_0106.JPG,,,,"40 deg 31' 28.45"" N","74 deg 27' 39.40"" W",82.3 m Above Sea Level
IRX_0107.JPG,/mnt/d/DCIM/100MEDIA/IRX_0107.JPG,,,,"40 deg 31' 28.45"" N","74 deg 27' 39.40"" W",82.3 m Above Sea Level
IRX_0108.JPG,/mnt/d/DCIM/100MEDIA/IRX_0108.JPG,,,,"40 deg 31' 28.45"" N","74 deg 27' 39.40"" W",82.3 m Above Sea Level
IRX_0109.JPG,/mnt/d/DCIM/100MEDIA/IRX_0109.JPG,,,,"40 deg 31' 28.54"" N","74 deg 27' 39.37"" W",82.3 m Above Sea Level
IRX_0110.JPG,/mnt/d/DCIM/100MEDIA/IRX_0110.JPG,,,,"40 deg 31' 28.54"" N","74 deg 27' 39.37"" W",82.3 m Above Sea Level
IRX_0111.JPG,/mnt/d/DCIM/100MEDIA/IRX_0111.JPG,,,,"40 deg 31' 28.62"" N","74 deg 27' 39.37"" W",82.3 m Above Sea Level
IRX_0112.JPG,/mnt/d/DCIM/100MEDIA/IRX_0112.JPG,,,,"40 deg 31' 28.62"" N","74 deg 27' 39.37"" W",82.3 m Above Sea Level
IRX_0113.JPG,/mnt/d/DCIM/100MEDIA/IRX_0113.JPG,,,,"40 deg 31' 28.69"" N","74 deg 27' 39.32"" W",82.3 m Above Sea Level
IRX_0114.JPG,/mnt/d/DCIM/100MEDIA/IRX_0114.JPG,,,,"40 deg 31' 28.69"" N","74 deg 27' 39.32"" W",82.3 m Above Sea Level
IRX_0115.JPG,/mnt/d/DCIM/100MEDIA/IRX_0115.JPG,,,,"40 deg 31' 28.75"" N","74 deg 27' 39.29"" W",82.3 m Above Sea Level
IRX_0116.JPG,/mnt/d/DCIM/100MEDIA/IRX_0116.JPG,,,,"40 deg 31' 28.75"" N","74 deg 27' 39.29"" W",82.3 m Above Sea Level
IRX_0117.JPG,/mnt/d/DCIM/100MEDIA/IRX_0117.JPG,,,,"40 deg 31' 28.84"" N","74 deg 27' 39.27"" W",82.3 m Above Sea Level
IRX_0118.JPG,/mnt/d/DCIM/100MEDIA/IRX_0118.JPG,,,,"40 deg 31' 28.84"" N","74 deg 27' 39.27"" W",82.3 m Above Sea Level
IRX_0119.JPG,/mnt/d/DCIM/100MEDIA/IRX_0119.JPG,,,,"40 deg 31' 28.91"" N","74 deg 27' 39.24"" W",82.3 m Above Sea Level
IRX_0120.JPG,/mnt/d/DCIM/100MEDIA/IRX_0120.JPG,,,,"40 deg 31' 28.91"" N","74 deg 27' 39.24"" W",82.3 m Above Sea Level
IRX_0121.JPG,/mnt/d/DCIM/100MEDIA/IRX_0121.JPG,,,,"40 deg 31' 28.99"" N","74 deg 27' 39.21"" W",82.3 m Above Sea Level
IRX_0122.JPG,/mnt/d/DCIM/100MEDIA/IRX_0122.JPG,,,,"40 deg 31' 28.99"" N","74 deg 27' 39.21"" W",82.3 m Above Sea Level
IRX_0123.JPG,/mnt/d/DCIM/100MEDIA/IRX_0123.JPG,,,,"40 deg 31' 29.06"" N","74 deg 27' 39.16"" W",82.3 m Above Sea Level
IRX_0124.JPG,/mnt/d/DCIM/100MEDIA/IRX_0124.JPG,,,,"40 deg 31' 29.06"" N","74 deg 27' 39.16"" W",82.3 m Above Sea Level
IRX_0125.JPG,/mnt/d/DCIM/100MEDIA/IRX_0125.JPG,,,,"40 deg 31' 29.14"" N","74 deg 27' 39.10"" W",82.3 m Above Sea Level
IRX_0126.JPG,/mnt/d/DCIM/100MEDIA/IRX_0126.JPG,,,,"40 deg 31' 29.14"" N","74 deg 27' 39.10"" W",82.3 m Above Sea Level
IRX_0127.JPG,/mnt/d/DCIM/100MEDIA/IRX_0127.JPG,,,,"40 deg 31' 29.21"" N","74 deg 27' 39.07"" W",82.3 m Above Sea Level
IRX_0128.JPG,/mnt/d/DCIM/100MEDIA/IRX_0128.JPG,,,,"40 deg 31' 29.28"" N","74 deg 27' 39.02"" W",82.3 m Above Sea Level
IRX_0129.JPG,/mnt/d/DCIM/100MEDIA/IRX_0129.JPG,,,,"40 deg 31' 29.28"" N","74 deg 27' 39.02"" W",82.3 m Above Sea Level
IRX_0130.JPG,/mnt/d/DCIM/100MEDIA/IRX_0130.JPG,,,,"40 deg 31' 29.36"" N","74 deg 27' 38.96"" W",82.3 m Above Sea Level
IRX_0131.JPG,/mnt/d/DCIM/100MEDIA/IRX_0131.JPG,,,,"40 deg 31' 29.36"" N","74 deg 27' 38.96"" W",82.3 m Above Sea Level
IRX_0132.JPG,/mnt/d/DCIM/100MEDIA/IRX_0132.JPG,,,,"40 deg 31' 29.43"" N","74 deg 27' 38.94"" W",82.3 m Above Sea Level
IRX_0133.JPG,/mnt/d/DCIM/100MEDIA/IRX_0133.JPG,,,,"40 deg 31' 29.50"" N","74 deg 27' 38.85"" W",82.3 m Above Sea Level
IRX_0134.JPG,/mnt/d/DCIM/100MEDIA/IRX_0134.JPG,,,,"40 deg 31' 29.50"" N","74 deg 27' 38.85"" W",82.3 m Above Sea Level
IRX_0135.JPG,/mnt/d/DCIM/100MEDIA/IRX_0135.JPG,,,,"40 deg 31' 29.57"" N","74 deg 27' 38.80"" W",82.3 m Above Sea Level
IRX_0136.JPG,/mnt/d/DCIM/100MEDIA/IRX_0136.JPG,,,,"40 deg 31' 29.57"" N","74 deg 27' 38.80"" W",82.3 m Above Sea Level
IRX_0137.JPG,/mnt/d/DCIM/100MEDIA/IRX_0137.JPG,,,,"40 deg 31' 29.63"" N","74 deg 27' 38.74"" W",82.3 m Above Sea Level
IRX_0138.JPG,/mnt/d/DCIM/100MEDIA/IRX_0138.JPG,,,,"40 deg 31' 29.69"" N","74 deg 27' 38.69"" W",82.3 m Above Sea Level
IRX_0139.JPG,/mnt/d/DCIM/100MEDIA/IRX_0139.JPG,,,,"40 deg 31' 29.69"" N","74 deg 27' 38.69"" W",82.3 m Above Sea Level
IRX_0140.JPG,/mnt/d/DCIM/100MEDIA/IRX_0140.JPG,,,,"40 deg 31' 29.76"" N","74 deg 27' 38.63"" W",82.3 m Above Sea Level
IRX_0141.JPG,/mnt/d/DCIM/100MEDIA/IRX_0141.JPG,,,,"40 deg 31' 29.76"" N","74 deg 27' 38.63"" W",82.3 m Above Sea Level
IRX_0142.JPG,/mnt/d/DCIM/100MEDIA/IRX_0142.JPG,,,,"40 deg 31' 29.83"" N","74 deg 27' 38.55"" W",82.3 m Above Sea Level
IRX_0143.JPG,/mnt/d/DCIM/100MEDIA/IRX_0143.JPG,,,,"40 deg 31' 29.90"" N","74 deg 27' 38.50"" W",82.3 m Above Sea Level
IRX_0144.JPG,/mnt/d/DCIM/100MEDIA/IRX_0144.JPG,,,,"40 deg 31' 29.95"" N","74 deg 27' 38.41"" W",82.3 m Above Sea Level
IRX_0145.JPG,/mnt/d/DCIM/100MEDIA/IRX_0145.JPG,,,,"40 deg 31' 29.95"" N","74 deg 27' 38.41"" W",82.3 m Above Sea Level
IRX_0146.JPG,/mnt/d/DCIM/100MEDIA/IRX_0146.JPG,,,,"40 deg 31' 30.02"" N","74 deg 27' 38.36"" W",82.3 m Above Sea Level
IRX_0147.JPG,/mnt/d/DCIM/100MEDIA/IRX_0147.JPG,,,,"40 deg 31' 30.07"" N","74 deg 27' 38.28"" W",82.3 m Above Sea Level
IRX_0148.JPG,/mnt/d/DCIM/100MEDIA/IRX_0148.JPG,,,,"40 deg 31' 30.07"" N","74 deg 27' 38.28"" W",82.3 m Above Sea Level
IRX_0149.JPG,/mnt/d/DCIM/100MEDIA/IRX_0149.JPG,,,,"40 deg 31' 30.13"" N","74 deg 27' 38.22"" W",82.3 m Above Sea Level
IRX_0150.JPG,/mnt/d/DCIM/100MEDIA/IRX_0150.JPG,,,,"40 deg 31' 30.18"" N","74 deg 27' 38.11"" W",82.3 m Above Sea Level
IRX_0151.JPG,/mnt/d/DCIM/100MEDIA/IRX_0151.JPG,,,,"40 deg 31' 30.24"" N","74 deg 27' 38.06"" W",82.3 m Above Sea Level
IRX_0152.JPG,/mnt/d/DCIM/100MEDIA/IRX_0152.JPG,,,,"40 deg 31' 30.24"" N","74 deg 27' 38.06"" W",82.3 m Above Sea Level
IRX_0153.JPG,/mnt/d/DCIM/100MEDIA/IRX_0153.JPG,,,,"40 deg 31' 30.29"" N","74 deg 27' 37.95"" W",82.3 m Above Sea Level
IRX_0154.JPG,/mnt/d/DCIM/100MEDIA/IRX_0154.JPG,,,,"40 deg 31' 30.34"" N","74 deg 27' 37.89"" W",82.3 m Above Sea Level
IRX_0155.JPG,/mnt/d/DCIM/100MEDIA/IRX_0155.JPG,,,,"40 deg 31' 30.34"" N","74 deg 27' 37.89"" W",82.3 m Above Sea Level
IRX_0156.JPG,/mnt/d/DCIM/100MEDIA/IRX_0156.JPG,,,,"40 deg 31' 30.40"" N","74 deg 27' 37.81"" W",82.3 m Above Sea Level
IRX_0157.JPG,/mnt/d/DCIM/100MEDIA/IRX_0157.JPG,,,,"40 deg 31' 30.40"" N","74 deg 27' 37.81"" W",82.3 m Above Sea Level
IRX_0158.JPG,/mnt/d/DCIM/100MEDIA/IRX_0158.JPG,,,,"40 deg 31' 30.44"" N","74 deg 27' 37.70"" W",82.3 m Above Sea Level
IRX_0159.JPG,/mnt/d/DCIM/100MEDIA/IRX_0159.JPG,,,,"40 deg 31' 30.44"" N","74 deg 27' 37.70"" W",82.3 m Above Sea Level
